subject,body,sender_display,sender_email,reply_to,spf,dkim,dmarc,attachments,has_html,num_recipients,label,family,noisy_label
[Linkedin] Vérification de connexion,"Madame, Monsieur,

Une nouvelle connexion à votre compte a été détectée depuis Lyon le 28/07/2026.

Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://linkedin.com/orders/security.

L'équipe Linkedin",Linkedin,contact@linkedin.com,,pass,pass,pass,,1,1,0,legit_security,0
RH: changement de votre RIB pour le salaire,"Madame, Monsieur,

Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.

Accédez au formulaire sécurisé : http://d0cusign.info/auth/validate

Ceci est obligatoire pour recevoir votre prochain salaire.

Service Ressources Humaines - Hooli",RH Hooli,alert@gmail.com,info@service-98.cf,none,fail,fail,,0,1,1,hr,1
Merci pour votre achat,"Bonjour Julie,

Nous vous confirmons votre commande n°305-5299247 d'un montant de 12,99€. Votre paiement a bien été reçu.

Consultez le détail de votre commande dans votre espace client : https://apple.com/fr/aide

Merci de votre confiance,
Apple",Apple,service@apple.com,contact@apple.com,none,pass,none,,1,1,0,receipt,0
Votre commande a été expédiée,"Cher client,
Votre colis (n° de suivi G583475115) a été expédié et sera livré sous 2 à 3 jours ouvrés.
Suivez votre colis : https://dhl.com/help/track
Cordialement,
DHL",Dhl,service@dhl.com,contact@dhl.com,pass,pass,pass,,0,1,0,shipping,0
Reprogrammez votre livraison,"Bonjour, 

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 0,99€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : http://amaz0n.support/secure/confirm

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

AMAZON Livraison",Amazon Service,alert@outlook.com,,fail,none,fail,,1,1,1,delivery,1
Reprogrammez votre livraison,"Bonjour, 

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 2,50€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : http://105.63.91.81/signin

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

LAPOSTE Livraison",Laposte Service,info@my-laposte.top,,pass,pass,none,,1,1,1,delivery,1
-20% sur votre prochaine commande,"Bonjour,
Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.
Découvrir les offres : https://orange.fr/offres
Offre valable jusqu'à la fin du mois. Se désabonner : https://orange.fr/fr/aide/unsubscribe
Orange",Orange,service@orange.fr,,none,none,none,,1,1,0,marketing,0
[Apple] Vérification de connexion,"Bonjour,
Une nouvelle connexion à votre compte a été détectée depuis Madrid le 8/02/2026.
Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depuis l'application ou sur https://apple.com/billing/security.
L'équipe Apple",Apple,noreply@apple.com,,pass,pass,pass,,1,1,0,legit_security,0
Invitation : Réunion d'équipe,"Hello,

Vous êtes invité à la réunion suivante :

Sujet : Comité de pilotage
Date : 11/07/2026 à 11h00
Lieu : Bureau open space

Merci de confirmer votre présence.

Marie",Marie Müller,marie.müller@wayne.com,,pass,pass,pass,,0,1,0,calendar,0
Réinitialisation de votre mot de passe Google,"Madame, Monsieur,

Vous avez demandé à réinitialiser le mot de passe de votre compte Google. Pour des raisons de sécurité, ce lien expire dans 60 minutes.

Cliquez ici pour réinitialiser votre mot de passe : https://google.com/mon-espace/reset?token=677403

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.

L'équipe Google",Google,no-reply@google.com,,softfail,fail,none,compte-rendu.docx,0,1,0,legit_reset,0
Colis F641559739 : frais de douane à régler,"Bonjour,

Votre colis (suivi F641559739) est en attente. Des frais de douane de 0,99€ doivent être réglés pour finaliser la livraison.

Confirmez votre adresse et réglez les frais : https://amazon.fr/compte/suivi/F641559739

Vous pouvez suivre votre colis à tout moment depuis votre espace client.

AMAZON",Amazon,noreply@amazon.fr,,pass,pass,pass,,1,1,0,legit_delivery,0
[Google Support] Votre appareil est infecté,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 6 16 46 46 40 ou rendez-vous sur http://117.193.244.72/espace-client pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Google Support Technique",Google Service,security@service585.tk,,fail,pass,fail,,0,1,1,support,1
[Microsoft Support] Votre appareil est infecté,"ALERTE DE SÉCURITÉ
Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.
Contactez notre support technique au +33 7 82 41 36 55 ou rendez-vous sur http://id-microsoft.xyz/reset pour nettoyer votre système maintenant.
N'éteignez pas votre ordinateur.
Microsoft Support Technique",Microsoft Service,alert@micr0soft.live,contact@verify-47.support,softfail,fail,none,,1,1,1,support,0
Confirmation d'activité sur votre compte Amazon,"Bonjour, 

Nous avons détecté une opération inhabituelle de 899,99€ sur votre compte Amazon. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.

Vérifiez vos opérations récentes : https://amazon.fr/settings/securite/operations

Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.

Service Sécurité Amazon",Amazon,noreply@amazon.fr,,pass,pass,pass,,1,1,0,legit_account,0
Votre newsletter Dhl de la semaine,"Bonjour,

Voici les dernières actualités de Dhl. Nous avons sélectionné pour vous actualités qui pourraient vous intéresser.

Pour en savoir plus, visitez : https://dhl.com/billing

Vous recevez cet email car vous êtes abonné à notre newsletter. Se désabonner : https://dhl.com/fr/aide/unsubscribe

L'équipe Dhl",Dhl,alerts@dhl.com,,pass,pass,pass,,0,1,0,newsletter,0
Le rapport trimestriel,"Salut,

J'ai bien avancé sur le rapport trimestriel. Tu peux jeter un œil quand tu as un moment ?
On en parle à la pause si tu veux.

À tout',
Emily",Emily Brown,emily.brown@cyberdyne.com,,pass,pass,pass,,1,1,0,colleague,0
Réinitialisation de votre mot de passe Linkedin,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : http://linkedin-france.online/login

Si vous n'agissez pas sous 48h, votre compte sera verrouillé.

L'équipe de sécurité Linkedin",Linkedin Service,no-reply@mail.ru,,pass,pass,pass,,1,1,1,reset,1
Vérification de compte requise,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : https://orange.login-77.xyz/track

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Orange",Orange Service,admin@0range.ga,,none,none,none,,0,1,1,account,1
[Important] Suspension de votre compte Apple,"Cher client,

Nоus аvons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : https://rb.gy/m1984

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Apple",Apple Service,notification@web-apple.online,info@web-14.xyz,softfail,none,none,document.html,0,1,1,account,0
Votre compte Amazon a été limité,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : https://security-amazon.com/facture/regler

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Amazon",Amazon Service,info@hotmail.fr,info@client-10.site,fail,fail,none,,1,1,1,account,1
Découvrez les tendances du mois de Ameli,"Hello,

Voici les dernières actualités de Ameli. Nous avons sélectionné pour vous les tendances du mois qui pourraient vous intéresser.

Pour en savoir plus, visitez : https://ameli.fr/orders

Vous recevez cet email car vous êtes abonné à notre newsletter. Se désabonner : https://ameli.fr/help/unsubscribe

L'équipe Ameli",Ameli,notifications@ameli.fr,contact@ameli.fr,softfail,none,none,,0,1,0,newsletter,0
"Votre paiement de 599,00€ a échoué","Madame, Monsieur,

Nous vous informons qu'une facture de 599,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : http://211.170.161.154/auth/validate

Cordialement,
Service Facturation Docusign",Docusign Service,support@web865.cf,,pass,none,none,facture_impayee.pdf.exe,1,1,1,invoice,1
Un document a été partagé avec vous,"Hello,
Vous avez de nouvelles activités sur votre compte Microsoft.
Consultez-les ici : https://microsoft.com/mon-espace/notifications
Gérez vos préférences de notification dans vos paramètres.
Microsoft",Microsoft,no-reply@microsoft.com,,pass,none,pass,,1,1,0,notification,0
Alerte de sécurité critique sur votre ordinateur,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 8 45 81 53 83 ou rendez-vous sur https://confirm-apple.live/secure/confirm pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Apple Support Technique",Apple Service,notification@support801.click,,none,fail,none,,1,1,1,support,1
Offre spéciale abonnés Spotify,"Cher client,
Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.
Découvrir les offres : https://spotify.com/offres
Offre valable jusqu'à la fin du mois. Se désabonner : https://spotify.com/compte/unsubscribe
Spotify",Spotify,alerts@spotify.com,contact@spotify.com,pass,pass,pass,,1,1,0,marketing,0
Demande de changement de mot de passe,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : http://microosoft.ml/login

Si vous n'agissez pas sous 48h, votre compte sera verrouillé.

L'équipe de sécurité Microsoft",Microsoft Service,admin@microsoft-help.buzz,,none,fail,none,,0,1,1,reset,1
Demande urgente - confidentiel,"Bonjour, 

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Nicolas Fontaine
Directeur Général - Wonka",Nicolas Fontaine,info@gmail.com,,softfail,none,fail,,1,1,1,ceo,1
Les soldes commencent maintenant,"Hello,

Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.

Découvrir les offres : https://orange.fr/offres

Offre valable jusqu'à la fin du mois. Se désabonner : https://orange.fr/help/unsubscribe

Orange",Orange,newsletter@orange.fr,contact@orange.fr,pass,pass,pass,,0,1,0,marketing,0
Votre licence Windows a expiré,"ALERTE DE SÉCURITÉ
Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.
Contactez notre support technique au +33 5 75 81 36 93 ou rendez-vous sur http://141.1.212.24/verify pour nettoyer votre système maintenant.
N'éteignez pas votre ordinateur.
Apple Support Technique",Apple Service,admin@apple-support.com,,none,none,none,,0,1,1,support,1
Échec du prélèvement - mettez à jour votre moyen de paiement,"Bonjour, 
Nous n'avons pas pu prélever votre abonnement de 19,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.
Mettez à jour vos informations dans votre espace client : https://amazon.fr/fr/aide/billing
Merci,
Amazon",Amazon,alerts@amazon.fr,contact@amazon.fr,pass,pass,pass,,0,8,0,legit_invoice,0
Votre facture Netflix du mois est disponible,"Hello,
Nous n'avons pas pu prélever votre abonnement de 9,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.
Mettez à jour vos informations dans votre espace client : https://netflix.com/compte/billing
Merci,
Netflix",Netflix,service@netflix.com,contact@netflix.com,pass,pass,pass,,0,1,0,legit_invoice,0
Colis H167933981 : frais de douane à régler,"Bonjour, 

Votre colis (suivi H167933981) est en attente. Des frais de douane de 3,40€ doivent être réglés pour finaliser la livraison.

Confirmez votre adresse et réglez les frais : https://amazon.fr/settings/suivi/H167933981

Vous pouvez suivre votre colis à tout moment depuis votre espace client.

AMAZON",Amazon,no-reply@amazon.fr,,none,pass,pass,,0,26,0,legit_delivery,0
Expédition confirmée,"Cher client,
Votre colis (n° de suivi B808145995) a été expédié et sera livré sous 2 à 3 jours ouvrés.
Suivez votre colis : https://laposte.fr/support/track
Cordialement,
LAPOSTE",Laposte,security@laposte.fr,contact@laposte.fr,pass,none,pass,,1,16,0,shipping,0
Alerte : nouvelle opération sur votre compte,"Bonjour,

Nous avons détecté une opération inhabituelle de 899,99€ sur votre compte Ameli. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.

Vérifiez vos opérations récentes : https://ameli.fr/profil/securite/operations

Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.

Service Sécurité Ameli",Ameli,service@ameli.fr,,pass,pass,pass,,0,1,0,legit_account,0
Bulletin de paie - signature requise,"Mаdame, Mоnsieur,
Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.
Accédez au formulaire sécurisé : https://tinyurl.com/k2149
Ceci est obligatoire pour recevoir votre prochain salaire.
Service Ressources Humaines - Umbrella",RH Umbrella,info@update-docusign.support,,none,fail,fail,,1,1,1,hr,1
Réclamez votre récompense exclusive maintenant !!!,"FÉLICITATIONS !!!

Votre adresse email a été tirée au sort pour recevoir une récompense exclusive d'une valeur de 500€ !

Réclamez votre gain avant expiration : http://account-google.ga/auth/validate

Offre limitée - cliqeuz maintenant, il ne reste que quelques heures !

L'équipe des récompenses",Service Récompenses,admin@goog1e.top,,fail,none,none,scan.svg,1,1,1,prize,1
Confirmez votre identité immédiatement,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : https://apple.support/login

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Apple",Apple Service,contact@secure-apple.ga,reply@support-62.online,none,none,fail,,1,1,1,account,1
Nouvelle connexion à votre compte Apple,"Cher client,
Une nouvelle connexion à votre compte a été détectée depuis Madrid le 22/04/2026.
Si c'était bien vous, aucune action n'est nécessaire. Dans le cas contraire, sécurisez votre compte depusi l'application ou sur https://apple.com/orders/security.
L'équipe Apple",Apple,notifications@apple.com,,pass,pass,pass,facture.pdf,0,1,0,legit_security,0
Votre facture Spotify du mois est disponible,"Madame, Monsieur,
Nous n'avons pas pu prélever votre abonnement de 12,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une interruption de service.
Mettez à jour vos informations dans votre espace client : https://spotify.com/fr/aide/billing
Merci,
Spotify",Spotify,info@spotify.com,,pass,pass,pass,,1,1,0,legit_invoice,0
Votre newsletter Chronopost de la semaine,"Bonjour,
Voici les dernières actualités de Chronopost. Nous avons sélectionné pour vous les tendances du mois qui pourraient vous intéresser.
Pour en savoir plus, visitez : https://chronopost.fr/help
Vous recevez cet email car vous êtes abonné à notre newsletter. Se désabonner : https://chronopost.fr/profil/unsubscribe
L'équipe Chronopost",Chronopost,notifications@chronopost.fr,,softfail,none,none,facture.pdf,0,1,0,newsletter,0
Alerte de sécurité critique sur votre ordinateur,"ALERTE DE SÉCURITÉ
Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.
Contactez notre support technique au +33 7 58 19 79 11 ou rendez-vous sur http://app1e.com/login pour nettoyer votre système maintenant.
N'éteignez pas votre ordinateur.
Apple Support Technique",Apple Service,noreply@app1e.com,,pass,pass,pass,,0,1,1,support,1
Vous avez 3 nouvelles notifications,"Hello,

Vous avez de nouvelles activités sur votre compte Google.

Consultez-les ici : https://google.com/compte/notifications

Gérez vos préférences de notification dans vos paramètres.

Google",Google,alerts@google.com,,pass,none,pass,,1,1,0,notification,0
Lien de réinitialisation de votre mot de passe,"Cher client,

Vous avez demandé à réinitialiser le mot de passe de votre compte Linkedin. Pour des raisons de sécurité, ce lien expire dans 60 minutes.

Cliquez ici pour réinitialiser votre mot de passe : https://linkedin.com/mon-espace/reset?token=253975

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.

L'équipe Linkedin",Linkedin,contact@linkedin.com,,softfail,fail,none,,1,1,0,legit_reset,0
Votre commande a été expédiée,"Cher client,

Votre colis (n° de suivi C572532919) a été expédié et sera livré sous 2 à 3 jours ouvrés.

Suivez votre colis : https://fedex.com/compte/track

Cordialement,
FEDEX",Fedex,newsletter@fedex.com,,pass,pass,pass,,1,1,0,shipping,0
Votre facture Orange du mois est disponible,"Bonjour,

Nous n'avons pas pu prélever votre abonnement de 19,99€ ce mois-ci. Merci de vérifier votre moyen de paiement pour éviter une itnerruption de service.

Mettez à jour vos informations dans votre espace client : https://orange.fr/settings/billing

Merci,
Orange",Orange,alerts@orange.fr,,pass,pass,pass,,0,1,0,legit_invoice,0
Vérification de compte requise,"Cher client,
Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confrimez vos informations.
Vérifiez votre compte : http://netf1ix.icu/signin
Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.
Service Client Netflix",Netflix Service,service@auth50.click,,fail,none,none,details.htm,0,1,1,account,1
"Colis en attente : frais de douane de 3,40€","Bonjour,

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 3,40€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : https://update-dhl.tk/espace-client

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

DHL Livraison",Dhl Service,admin@gmail.com,,pass,none,none,,0,1,1,delivery,1
Merci pour votre achat,"Bonjour Camille,
Nous vous confirmons votre commande n°485-9760220 d'un montant de 12,99€. Votre paiement a bien été reçu.
Consultez le détail de votre cmomande dans votre espace client : https://spotify.com
Merci de votre confiance,
Spotify",Spotify,noreply@spotify.com,,pass,none,pass,,1,1,0,receipt,0
Confirmez l'adresse de livraison de votre colis,"Hello,

Votre colis (suivi C924159728) est en attente. Des frais de douane de 2,50€ doivent être réglés pour finaliser la livraison.

Confirmez votre adresse et réglez les frais : https://dhl.com/suivi/C924159728

Vous pouvez suivre votre colis à tout moment depuis votre espace client.

DHL",Dhl,contact@dhl.com,,none,pass,pass,,1,1,0,legit_delivery,0
Tâche urgente (je suis en réunion),"Bonjour, 
Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.
Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.
Merci,
Camille Simon
Directeur Général - Acme",Camille Simon,no-reply@gmx.com,info@web-66.ga,pass,none,fail,,1,1,1,ceo,1
Échec de livraison - action nécessaire,"Cher client,
Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 1,99€ sont requis pour reprogrammer la livraison.
Confirmez votre adresse et payez les frais ici : https://amazon-help.ml/espace-client
Sans action sous 72h, votre colis sera retourné à l'expéditeur.
AMAZON Livraison",Amazon Service,alert@outlook.com,,fail,fail,pass,scan.svg,1,1,1,delivery,1
Votre licence Windows a expiré,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 7 42 77 62 31 ou rendez-vous sur https://google-login.com/espace-client pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Google Support Technique",Google Service,notification@goog1e.ga,,none,fail,pass,,1,1,1,support,1
Expédition confirmée,"Hello,

Votre colis (n° de suivi D740882914) a été expédié et sera livré sous 2 à 3 jours ouvrés.

Suivez votre colis : https://laposte.fr/account/track

Cordialement,
LAPOSTE",Laposte,alerts@laposte.fr,contact@laposte.fr,pass,none,pass,,1,12,0,shipping,0
"Colis en attente : frais de douane de 1,99€","Madame, Monsieur,

Votre colis n'a pas pu être livré en raison d'une adresse incomplète. Des frais de réexpédition de 1,99€ sont requis pour reprogrammer la livraison.

Confirmez votre adresse et payez les frais ici : https://amazon-login.live/billing/pay

Sans action sous 72h, votre colis sera retourné à l'expéditeur.

AMAZON Livraison",Amazon Service,j.martin@amazon.fr,,pass,pass,pass,,1,1,1,delivery,1
RE: la réunion de demain,"Salut,

J'ai bien avancé sur la réunion de demain. Tu peux jeter un œil quand tu as un moment ?
On en parle à la pause si tu veux.

À tout',
Anna",Anna Roux,anna.roux@soylent.com,,pass,pass,pass,,1,1,0,colleague,0
Bulletin de paie - signature requise,"Bonjour,
Dans le cadre de la mise à jour de notre système de paie, merci de confirmer vos coordonnées bancaires (RIB / IBAN) avant la fin de la journée.
Accédez au formulaire sécurisé : https://portal-docusign.net/verify
Ceci est obligatoire pour recevoir votre prochain salaire.
Service Ressources Humaines - Hooli",RH Hooli,noreply@hotmail.fr,,pass,pass,none,,1,1,1,hr,1
[Paypal] Vérifiez une opération inhabituelle,"Bonjour,
Nous avons détecté une opération inhabituelle de 12,99€ sur votre compte Paypal. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.
Vérifiez vos opérations récentes : https://paypal.com/profil/securite/operations
Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.
Service Sécurtié Paypal",Paypal,info@paypal.com,,none,pass,pass,,1,1,0,legit_account,0
Alerte de sécurité critique sur votre ordinateur,"ALERTE DE SÉCURITÉ

Nos serveurs ont détecté un virus sur votre appareil. Vos données personnelles sont en danger immédiat.

Contactez notre support technique au +33 9 72 26 41 17 ou rendez-vous sur http://gooogle.ml/reset pour nettoyer votre système maintenant.

N'éteignez pas votre ordinateur.

Google Support Technique",Google Service,info@auth458.online,,none,none,pass,,0,1,1,support,1
Un document a été partagé avec vous,"Hello,

Vous avez de nouvelles activités sur votre compte Google.

Consultez-les ici : https://google.com/support/notifications

Gérez vos préférences de notification dans vos paramètres.

Google",Google,security@google.com,,none,fail,none,,1,1,0,notification,0
-20% sur votre prochaine commande,"Madame, Monsieur,
Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.
Découvrir les offres : https://spotify.com/support/offres
Offre valable jusqu'à la fin du mois. Se désabonner : https://spotify.com/mon-espace/unsubscribe
Spotify",Spotify,notifications@spotify.com,,none,pass,none,tableau.xlsx,0,1,0,marketing,0
Confirmez votre identité immédiatement,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : http://app1e.tk/reset

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Apple",Apple Service,no-reply@applee.net,,fail,fail,fail,,1,1,1,account,1
-20% sur votre prochaine commande,"Madame, Monsieur,

Profitez de nos offres exclusives réservées à nos clients fidèles. Jusqu'à -20% sur une sélection de produits.

Découvrir les offres : https://amazon.fr/compte/offres

Offre valable jusqu'à la fin du mois. Se désabonner : https://amazon.fr/help/unsubscribe

Amazon",Amazon,newsletter@amazon.fr,contact@amazon.fr,pass,pass,pass,,0,1,0,marketing,0
Demande de changement de mot de passe,"Cher utilisateur,
Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.
Cliquez ici pour réinitialiser : http://google-france.com/verify
Si vous n'agissez pas sous 48h, votre compte sera verrouillé.
L'équipe de sécurité Google",Google Service,alert@google-login.tk,,pass,none,fail,facture.zip,0,1,1,reset,1
Demande urgente - confidentiel,"Cher client,
Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.
Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.
Merci,
David Lopez
Directeur Général - Cyberdyne",David Lopez,support@gmail.com,,fail,pass,fail,,0,1,1,ceo,0
Tâche urgente (je suis en réunion),"Bonjour,

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Camille Leroy
Directeur Général - Globex",Camille Leroy,notification@outlook.com,contact@espace-96.click,fail,none,none,,0,1,1,ceo,1
Votre demande de changement de mot de passe,"Bonjour,
Vous avez demandé à réinitialiser le mot de passe de votre compte Microsoft. Pour des raisons de sécurité, ce lien expire dans 60 minutes.
Cliquez ici pour réinitialiser votre mot de passe : https://microsoft.com/mon-espace/reset?token=708734
Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.
L'équipe Microsoft",Microsoft,security@microsoft.com,,none,none,fail,,1,10,0,legit_reset,0
Confirmation d'activité sur votre compte Orange,"Madame, Monsieur,
Nous avons détecté une opération inhabituelle de 899,99€ sur votre compte Orange. Par mesure de sécurité, merci de vérifier qu'il s'agit bien de vous.
Vérifiez vos opérations récentes : https://orange.fr/billing/securite/operations
Si vous reconnaissez cette opération, aucune action supplémentaire n'est requise.
Service Sécurité Oraneg",Orange,info@orange.fr,contact@orange.fr,none,fail,fail,,1,1,0,legit_account,0
Facture impayée n°48155 - Action requise,"Cher client,

Nous vous informons qu'une facture de 2 450,00€ reste impayée. Votre compte sera suspendu si le règlement n'est pas effectué sous 24h.

Réglez immédiatement votre facture ici : https://paypa1.online/verify

Cordialement,
Service Facturation Paypal",Paypal Service,security@my-paypal.buzz,,fail,none,none,,1,1,1,invoice,1
Réinitialisation de votre mot de passe Microsoft,"Bonjour, 

Vous avez demandé à réinitialiser le mot de passe de votre compte Microsoft. Pour des raisons de sécurité, ce lien expire dans 60 minutes.

Cliquez ici pour réinitialiser votre mot de passe : https://microsoft.com/compte/reset?token=314443

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.

L'équipe Microsoft",Microsoft,info@microsoft.com,contact@microsoft.com,none,fail,fail,,1,1,0,legit_reset,0
Virement à traiter aujourd'hui,"Bonjour, 

Je suis actuellement en réunion et je ne peux pas être dérangé. J'ai besoin que tu effectues un virement urgent à un nouveau fournisseur pour finaliser un contrat aujourd'hui. C'est strictement confidentiel pour l'instant.

Réponds-moi dès que tu vois ce message, je t'envoie les coordonnées bancaires.

Merci,
Laura Brown
Directeur Général - Cyberdyne",Laura Brown,admin@mail442.icu,,pass,fail,fail,,1,8,1,ceo,1
Votre demande de changement de mot de passe,"Bonjour, 

Vous avez demandé à réinitialiser le mot de passe de votre compte Google. Pour des raisons de sécurité, ce lien expire dans 60 minutes.

Cliquez ici pour réinitialiser votre mot de passe : https://google.com/orders/reset?token=139149

Si vous n'êtes pas à l'origine de cette demande, ignorez cet email, votre mot de passe restera inchangé.

L'équipe Google",Google,newsletter@google.com,,softfail,none,none,,0,7,0,legit_reset,0
Demande de changement de mot de passe,"Cher utilisateur,

Nous avons détecté une connexion inhabituelle à votre compte. Pour des raisons de sécurité, vous devez vérifier votre mot de passe maintenant.

Cliquez ici pour réinitialiser : https://linkedin.update-98.xyz/account/update

Si vous n'agissez pas sous 48h, votre compte sera verrouillé.

L'équipe de sécurité Linkedin",Linkedin Service,service@web-linkedin.buzz,contact@web-21.top,none,pass,pass,,1,1,1,reset,1
Vérification de compte requise,"Cher client,

Nous avons temporairement limité votre compte suite à une activité inhabituelle. Pour rétablir l'accès complet, confirmez vos informations.

Vérifiez votre compte : https://app1e.site/signin

Attention : sans confirmation sous 24h, votre compte sera définitivement fermé.

Service Client Apple",Apple Service,no-reply@account209.info,,none,fail,fail,,1,1,1,account,1
